Semana,Id,Tipo,Consigna,Enunciado,Respuesta,También se acepta,Opciones,OK (sí/no),Corrección,Comentario
8,s:r10-06:c,translate,Traducí al italiano (para 'exactamente' podés usar quand'è che / dov'è che).,¿Dónde vive Susanna?,Dove abita Susanna?,Dove vive Susanna? | Susanna dove abita?,,,,
8,s:r10-06:d,translate,Traducí al italiano (para 'exactamente' podés usar quand'è che / dov'è che).,¿Dónde trabaja exactamente tu papá? (tu),Dov'è che lavora tuo padre?,Dove è che lavora tuo padre? | Dove lavora esattamente tuo padre? | Dov'è che lavora tuo papà? | Dove lavora esattamente tuo papà?,,,,
8,s:r10-07:d,cloze,Reescribí las preguntas de forma más enfática y coloquial (adelantá o repetí el objeto con un pronombre).,Come giustifichi il tuo comportamento? → ___?,Come lo giustifichi il tuo comportamento,"Come lo giustifichi, il tuo comportamento",,,,
8,s:r10-08:a,translate,Traducí al italiano. Usá voi para 'ustedes'.,¿Quién es ese hombre?,Chi è quell'uomo?,,,,,
8,s:r10-08:b,translate,Traducí al italiano. Usá voi para 'ustedes'.,¿De quién es ese libro? (¿quién lo escribió?),Di chi è quel libro?,,,,,
8,s:r10-08:c,translate,Traducí al italiano. Usá voi para 'ustedes'.,¿A quién le gusta el helado?,A chi piace il gelato?,,,,,
8,s:r10-08:d,translate,Traducí al italiano. Usá voi para 'ustedes'.,¿De quién están hablando? (voi),Di chi parlate?,Di chi state parlando?,,,,
8,s:r10-08:g,translate,Traducí al italiano. Usá voi para 'ustedes'.,¿Qué necesitan? (voi) (aver bisogno di),Di che cosa avete bisogno?,Di cosa avete bisogno? | Di che avete bisogno?,,,,
8,s:r10-08:h,translate,Traducí al italiano. Usá voi para 'ustedes'.,¿De qué están hablando? (voi),Di che cosa parlate?,Di cosa parlate? | Di che parlate? | Di che cosa state parlando? | Di cosa state parlando?,,,,
8,s:r10-13:a,translate,Traducí al italiano usando quanto.,¿Cuántos espaguetis querés? (tu),Quanti spaghetti vuoi?,,,,,
8,s:r10-13:c,translate,Traducí al italiano usando quanto.,¿Cuántos son? (voi),Quanti siete?,,,,,
8,s:r10-13:d,translate,Traducí al italiano usando quanto.,No sé cuántos huevos quedan.,Non so quante uova rimangono.,Non so quante uova restano. | Non so quante uova sono rimaste.,,,,
8,s:r10-14:c,translate,Preguntá en italiano usando quanto.,¿Qué tan grande es su cocina? (Lei),Quanto è grande la Sua cucina?,Quant'è grande la Sua cucina?,,,,
8,s:r10-14:d,translate,Preguntá en italiano usando quanto.,"¿Qué ancho tiene? (largo/a, hablando de la cocina)",Quanto è larga?,Quant'è larga?,,,,
8,s:r10-14:e,translate,Preguntá en italiano usando quanto.,¿Dentro de cuánto podemos vernos?,Fra quanto possiamo vederci?,Tra quanto possiamo vederci? | Fra quanto ci possiamo vedere? | Tra quanto ci possiamo vedere?,,,,
9,b2-prep-01,choice,Elegí la preposición correcta.,Vado ___ Italia.,in,,in | a | nella,,,
9,b2-prep-02,choice,Elegí la preposición correcta.,Sono ___ Milano da due anni.,a,,a | in | di,,,
9,b2-prep-03,choice,Elegí la preposición correcta.,Vado ___ dentista.,dal,,dal | al | nel,,,
9,b2-prep-04,choice,Elegí la forma correcta.,Studio italiano ___ tre anni.,da,,da | per | fa,,,
9,c1-prep-01,choice,Elegí la preposición correcta.,Domani comincio ___ studiare il tedesco.,a,,a | di | —,,,
9,c1-prep-02,choice,Elegí la preposición correcta.,"Allora, decidi ___ partire o no?",di,,di | a | per,,,
9,c1-prep-03,choice,Elegí la correcta (sin preposición).,Preferisco ___ restare qui.,—,,— | di | a,,,
9,c1-prep-04,choice,Elegí la correcta.,Mi dimentico sempre ___ chiamarla.,di,,di | a | per,,,
9,c1-prep-05,translate,Traducí al italiano.,No logro terminar a tiempo.,Non riesco a finire in tempo,Non riesco a terminare in tempo,,,,
9,d12-001,cloze,"Completá con a o di, solas o unidas al artículo (al, alla, alle, del, della…).",Vanno a scuola ___ sette.,alle,,,,,
9,d12-002,cloze,"Completá con a o di, solas o unidas al artículo (al, alla, alle, del, della…).","Paola è romana, è ___ Roma.",di,,,,,
9,d12-003,cloze,"Completá con a o di, solas o unidas al artículo (al, alla, alle, del, della…).",C'è un bel film ___ televisione.,alla,,,,,
9,d12-005,cloze,"Completá con a o di, solas o unidas al artículo (al, alla, alle, del, della…).",Sono i guanti ___ Laura.,di,,,,,
9,d12-006,cloze,"Completá con a o di, solas o unidas al artículo (al, alla, alle, del, della…).",Tornano ___ mezzogiorno.,a,,,,,
9,d12-007,cloze,"Completá con a o di, solas o unidas al artículo (al, alla, alle, del, della…).",Prendo sempre un bicchiere ___ latte.,di,,,,,
9,d12-008,cloze,"Completá con a o di, solas o unidas al artículo (al, alla, alle, del, della…).",L'abito è ___ lana.,di,,,,,
9,d12-009,cloze,"Completá con a o di, solas o unidas al artículo (al, alla, alle, del, della…).",Cominciano ___ sciare.,a,,,,,
9,d12-010,cloze,"Completá con a o di, solas o unidas al artículo (al, alla, alle, del, della…).",___ dove sei?,di,,,,,
9,d12-011,cloze,"Completá con da, sola o unida al artículo (dal, dallo, dalla…).",Noi veniamo ___ stato di Washington.,dallo,,,,,
9,d12-013,cloze,"Completá con da, sola o unida al artículo (dal, dallo, dalla…).",Gli studenti hanno molti compiti ___ fare.,da,,,,,
9,d12-014,cloze,"Completá con da, sola o unida al artículo (dal, dallo, dalla…).",Domani vanno ___ barbiere.,dal,,,,,
9,d12-015,cloze,"Completá con da, sola o unida al artículo (dal, dallo, dalla…).",È un disegno fatto ___ Raffaello.,da,,,,,
9,d12-016,cloze,"Completá con da, sola o unida al artículo (dal, dallo, dalla…).",Mangiano nella sala ___ pranzo.,da,,,,,
9,d12-018,cloze,"Completá con da, sola o unida al artículo (dal, dallo, dalla…).","Io, invece, vado ___ dentista.",dal,,,,,
9,d12-019,cloze,"Completá con da, sola o unida al artículo (dal, dallo, dalla…).",Ho qualcosa di bello ___ darti.,da,,,,,
9,d12-020,cloze,"Completá con da, sola o unida al artículo (dal, dallo, dalla…).",Quando torni ___ centro?,dal,,,,,
9,d12-021,translate,"Traducí al italiano. Ojo con la preposición (a, in, da, di).",en la escuela (estar en clase),a scuola,,,,,
9,d12-022,translate,"Traducí al italiano. Ojo con la preposición (a, in, da, di).",en Florencia,a Firenze,,,,,
9,d12-023,translate,"Traducí al italiano. Ojo con la preposición (a, in, da, di).",en el médico (en el consultorio),dal medico,dal dottore,,,,
9,d12-024,translate,"Traducí al italiano. Ojo con la preposición (a, in, da, di).",en Asia central,in Asia centrale,nell'Asia centrale,,,,
9,d12-025,translate,"Traducí al italiano. Ojo con la preposición (a, in, da, di).",en tren,in treno,col treno | con il treno,,,,
9,d12-026,translate,"Traducí al italiano. Ojo con la preposición (a, in, da, di).",en lo de Giorgio,da Giorgio,a casa di Giorgio,,,,
9,d12-027,translate,"Traducí al italiano. Ojo con la preposición (a, in, da, di).",un vaso para vino (el recipiente),un bicchiere da vino,,,,,
9,d12-028,translate,"Traducí al italiano. Ojo con la preposición (a, in, da, di).",un vaso de vino (lleno de vino),un bicchiere di vino,,,,,
9,d12-029,translate,"Traducí al italiano. Ojo con la preposición (a, in, da, di).",en Italia,in Italia,,,,,
9,d12-030,translate,"Traducí al italiano. Ojo con la preposición (a, in, da, di).",en las afueras (en la periferia),in periferia,,,,,
9,d12-031,translate,"Traducí al italiano la expresión (todas llevan una preposición: su, in, per, di, con…).",sobre el jardín,sul giardino,sopra il giardino,,,,
9,d12-032,translate,"Traducí al italiano la expresión (todas llevan una preposición: su, in, per, di, con…).",por las buenas o por las malas,per amore o per forza,con le buone o con le cattive,,,,
9,d12-034,translate,"Traducí al italiano la expresión (todas llevan una preposición: su, in, per, di, con…).",en ciernes (ej.: un poeta en ciernes),in erba,,,,,
9,d12-035,translate,"Traducí al italiano la expresión (todas llevan una preposición: su, in, per, di, con…).",Estoy en la oficina.,Sono in ufficio.,Io sono in ufficio.,,,,
9,d12-036,translate,"Traducí al italiano la expresión (todas llevan una preposición: su, in, per, di, con…).",en Internet,su Internet,in Internet,,,,
9,d12-037,translate,"Traducí al italiano la expresión (todas llevan una preposición: su, in, per, di, con…).",Cuento con vos.,Conto su di te.,Io conto su di te.,,,,
9,d12-038,cloze,Completá con la preposición correcta.,innamorato ___ Chiara (enamorado de Chiara),di,,,,,
9,d12-039,translate,"Traducí al italiano la expresión (todas llevan una preposición: su, in, per, di, con…).",(ir) con Chiara al teatro,con Chiara a teatro,a teatro con Chiara,,,,
9,d12-040,translate,"Traducí al italiano la expresión (todas llevan una preposición: su, in, per, di, con…).",en serio,sul serio,,,,,
9,rf-1-01,choice,Elegí la palabra que significa «pelota».,Giochiamo a ___ in cortile.,palla,,palla | pala | pallo,,,
9,s:r10-03:f,translate,"Solo querés confirmar los datos. Traducí al italiano con la coletilla adecuada (vero?, no?, non trovi?…).","La verdad es que no quieren venir, ¿no?","La verità è che non vogliono venire, vero?","La verità è che non vogliono venire, no? | La verità è che non vogliono venire, non è vero?",,,,
9,s:r10-03b:e,translate,"Traducí al italiano con quando, dove o perché. Tené en cuenta las posibles posiciones del sujeto.",¿Por qué te reís? (tu),Perché ridi?,,,,,
9,s:r10-03b:f,translate,"Traducí al italiano con quando, dove o perché. Tené en cuenta las posibles posiciones del sujeto.",¿Por qué se ríen las chicas?,Perché ridono le ragazze?,Perché le ragazze ridono? | Le ragazze perché ridono?,,,,
9,s:r10-05:a,translate,Traducí al italiano. En todos los casos menos uno vas a usar la misma palabra interrogativa (come).,¿Cómo es que llegan tarde? (voi),Come mai siete in ritardo?,Come mai arrivate in ritardo? | Come mai arrivate tardi?,,,,
9,s:r10-08:e,translate,Traducí al italiano. Usá voi para 'ustedes'.,¿De quién es este paraguas?,Di chi è questo ombrello?,,,,,
9,s:r10-13:b,translate,Traducí al italiano usando quanto.,¿Cuánta salsa querés? (tu),Quanto sugo vuoi?,Quanta salsa vuoi?,,,,
9,s:r10-14:b,translate,Preguntá en italiano usando quanto.,¿Cuánto tarda en llegar? (Lei) (impiegare/metterci),Quanto tempo impiega per arrivarci?,Quanto ci mette ad arrivarci? | Quanto tempo ci mette ad arrivarci? | Quanto impiega ad arrivarci? | Quanto tempo impiega ad arrivarci? | Quanto ci mette per arrivarci? | Quanto ci mette ad arrivare? | Quanto tempo ci mette ad arrivare? | Quanto ci mette per arrivare? | Quanto tempo impiega ad arrivare? | Quanto tempo impiega per arrivare? | Quanto impiega ad arrivare? | Quanto impiega per arrivare?,,,,
9,s:r15-01:a,translate,"Traducí al italiano. Ojo con la preposición: a, in, da o su.",Vivo en el último piso. (ultimo),Abito all'ultimo piano.,Vivo all'ultimo piano. | Sto all'ultimo piano.,,,,
9,s:r15-01:b,translate,"Traducí al italiano. Ojo con la preposición: a, in, da o su.","El restaurante está en la esquina, a la derecha.","Il ristorante è all'angolo, a destra.","Il ristorante è all'angolo a destra. | Il ristorante è all'angolo, sulla destra. | Il ristorante è all'angolo sulla destra. | Il ristorante è sull'angolo, a destra. | Il ristorante è sull'angolo a destra. | Il ristorante è sull'angolo, sulla destra. | Il ristorante è sull'angolo sulla destra.",,,,
9,s:r15-01:c,translate,"Traducí al italiano. Ojo con la preposición: a, in, da o su.",La librería está a 200 metros de mi casa.,La libreria è a 200 metri da casa mia.,La libreria è a duecento metri da casa mia. | La libreria è a 200 metri dalla mia casa. | La libreria è a duecento metri dalla mia casa.,,,,
9,s:r15-01:d,translate,"Traducí al italiano. Ojo con la preposición: a, in, da o su.",Vivo en una ciudad al suroeste de Londres. (sud ovest),Abito in una città a sud ovest di Londra.,Vivo in una città a sud ovest di Londra. | Abito in una città a sud-ovest di Londra. | Vivo in una città a sud-ovest di Londra. | Abito in una cittadina a sud ovest di Londra.,,,,
9,s:r15-01:e,translate,"Traducí al italiano. Ojo con la preposición: a, in, da o su.",Dan una película interesante en la tele.,C'è un film interessante alla televisione.,C'è un film interessante in televisione. | C'è un film interessante alla tv. | C'è un film interessante in tv. | Danno un film interessante alla televisione. | Danno un film interessante in televisione. | Fanno un film interessante in televisione. | Fanno un film interessante alla televisione.,,,,
9,s:r15-01:f,translate,"Traducí al italiano. Ojo con la preposición: a, in, da o su.",Tu mamá está al teléfono.,Tua madre è al telefono.,Tua mamma è al telefono. | C'è tua madre al telefono.,,,,
9,s:r15-01:g,translate,"Traducí al italiano. Ojo con la preposición: a, in, da o su.","Nos vemos en diciembre, para Navidad.","Ci vediamo a dicembre, a Natale.","Ci vediamo a dicembre a Natale. | Ci vediamo in dicembre, a Natale. | Ci vediamo in dicembre a Natale. | Ci vediamo a dicembre, per Natale. | Ci vediamo a dicembre per Natale. | Ci vediamo in dicembre, per Natale. | Ci vediamo in dicembre per Natale.",,,,
9,s:r15-01:h,translate,"Traducí al italiano. Ojo con la preposición: a, in, da o su.","¿A qué hora venís, Ida?","A che ora vieni, Ida?","A che ora vieni Ida? | A che ora arrivi, Ida? | A che ora arrivi Ida?",,,,
9,s:r15-01b:a,choice,Elegí la forma correcta: con o sin di.,Ci vediamo ___.,dopo cena,,dopo cena | dopo di cena,,,
9,s:r15-01b:c,choice,Elegí la forma correcta: con o sin di.,Abita ___.,verso il centro,,verso il centro | verso del centro,,,
9,s:r15-01b:d,choice,Elegí la forma correcta: con o sin di.,Non ho nessun obbligo ___.,verso di lui,,verso lui | verso di lui,,,
9,s:r15-01b:e,choice,Elegí la forma correcta: con o sin di.,Mauro è ___ oggi.,fuori città,,fuori città | fuori a città,,,
9,s:r15-01b:g,choice,Elegí la forma correcta: con o sin di.,Non riesco a lavorare ___.,senza un po' di musica,,senza un po' di musica | senza di un po' di musica,,,
9,s:r15-01b:h,cloze,Elegí la forma correcta: con o sin di.,___ (sin vos) non riesco a lavorare.,Senza di te,Senza te,,,,
9,s:r15-01c:a,cloze,Describí a estas personas completando con la preposición adecuada.,Pina è molto interessata ___ imparare il greco.,a,ad,,,,
9,s:r15-01c:b,cloze,Describí a estas personas completando con la preposición adecuada.,Alberta è proprio decisa ___ cambiare casa.,a,,,,,
9,s:r15-01c:c,cloze,Describí a estas personas completando con la preposición adecuada.,Ida è ansiosa ___ partire ma Delia non sembra disposta ___ muoversi.,di | a,,,,,
9,s:r15-01c:e,cloze,Describí a estas personas completando con la preposición adecuada.,Ada è veramente portata ___ la musica ma è negata ___ i numeri.,per | per,,,,,
9,s:r15-01d:a,translate,Traducí al italiano. Ojo con la preposición que acompaña a cada sustantivo.,La causa del accidente no está clara.,La causa dell'incidente non è chiara.,,,,,
9,s:r15-01d:c,translate,Traducí al italiano. Ojo con la preposición que acompaña a cada sustantivo.,Su amor por los animales es bien conocido.,Il suo amore per gli animali è ben noto.,Il suo amore per gli animali è ben conosciuto. | Il suo amore per gli animali è noto. | Il suo amore per gli animali è risaputo.,,,,
9,s:r15-02:a,translate,Traducí al italiano usando la preposición in con el verbo adecuado.,Tengo que ir a Francia.,Devo andare in Francia.,,,,,
9,s:r15-02:b,translate,Traducí al italiano usando la preposición in con el verbo adecuado.,Tengo que llamar a Italia.,Devo telefonare in Italia.,Devo chiamare in Italia.,,,,
9,s:r15-02:c,translate,Traducí al italiano usando la preposición in con el verbo adecuado.,Voy en avión.,Vado in aereo.,Ci vado in aereo.,,,,
9,s:r15-02:d,translate,Traducí al italiano usando la preposición in con el verbo adecuado.,Entremos al negocio.,Entriamo nel negozio.,Entriamo in negozio.,,,,
9,s:r15-02:e,translate,Traducí al italiano usando la preposición in con el verbo adecuado.,¿Vivís en Inglaterra?,Abiti in Inghilterra?,Vivi in Inghilterra? | Abita in Inghilterra? | Vive in Inghilterra?,,,,
9,s:r15-02:f,translate,Traducí al italiano usando la preposición in con el verbo adecuado.,Está en el cajón. (il cassetto),È nel cassetto.,Sta nel cassetto.,,,,
9,s:r15-02:g,translate,Traducí al italiano usando la preposición in con el verbo adecuado.,Duermo en el tren.,Dormo in treno.,Dormo sul treno.,,,,
9,s:r15-02b:a,cloze,"Completá con di, con a (sola o con artículo) o solo con el artículo, según corresponda.",Il portafoglio è dentro ___ borsa.,la,alla,,,,
9,s:r15-02b:b,cloze,"Completá con di, con a (sola o con artículo) o solo con el artículo, según corresponda.",Dentro ___ me sono molto arrabbiato.,di,,,,,
9,s:r15-02b:c,cloze,"Completá con di, con a (sola o con artículo) o solo con el artículo, según corresponda.",Le scarpe sono dietro ___ porta.,la,alla,,,,
9,s:r15-02b:d,cloze,"Completá con di, con a (sola o con artículo) o solo con el artículo, según corresponda.",Le chiavi sono dietro ___ te.,di,,,,,
9,s:r15-02b:e,cloze,"Completá con di, con a (sola o con artículo) o solo con el artículo, según corresponda.",Oltre ___ te non conosco nessuno.,a,di,,,,
9,s:r15-02c:c,translate,Traducí al italiano. Ojo con la preposición que pide cada adjetivo.,Encantado de conocerte.,Sono lieto di conoscerti.,Sono lieta di conoscerti. | Piacere di conoscerti. | Sono contento di conoscerti. | Sono contenta di conoscerti. | Lieto di conoscerti. | Lieta di conoscerti.,,,,
9,s:r15-02c:e,translate,Traducí al italiano. Ojo con la preposición que pide cada adjetivo.,Es amable conmigo.,È gentile con me.,,,,,
9,s:r15-03:a,translate,Respondé las preguntas en italiano usando in o a.,"A chi devi telefonare? – Tengo que llamar a mi prima que está en Italia, en Roma.","Devo telefonare a mia cugina in Italia, a Roma.","Devo telefonare a mia cugina in Italia a Roma. | Devo chiamare mia cugina in Italia, a Roma. | Devo chiamare mia cugina in Italia a Roma.",,,,
9,s:r15-03:c,translate,Respondé las preguntas en italiano usando in o a.,In quanti siete? – Somos seis.,Siamo in sei.,,,,,
9,s:r15-03c:c,cloze,Completá con el adjetivo y la preposición adecuados.,La vasca del bagno è ___ acqua sporchissima. (llena de),piena di,,,,,
9,s:r15-04:c,cloze,"Completá con la preposición da (sola o articulada) y lo que sigue, según la traducción.",L'aereo parte ___ numero 34. (El avión sale por la puerta número 34.),dall'uscita,,,,,
9,s:r15-04:e,cloze,"Completá con la preposición da (sola o articulada) y lo que sigue, según la traducción.",Non guardare ___. (No mires por la ventana.),dalla finestra,,,,,
9,s:r15-04:g,cloze,"Completá con la preposición da (sola o articulada) y lo que sigue, según la traducción.",Sono qui ___. (Estoy acá desde el sábado.),da sabato,,,,,
9,s:r15-04:h,cloze,"Completá con la preposición da (sola o articulada) y lo que sigue, según la traducción.",Vuoi qualcosa ___? (¿Querés algo para tomar?),da bere,,,,,
9,s:r15-04b:a,cloze,Completá las oraciones con las preposiciones correctas.,"Pietro è bravo ___ scuola, soprattutto ___ italiano e ___ pallavolo.",a | in | a,,,,,
9,s:r15-04b:c,cloze,Completá las oraciones con las preposiciones correctas.,L'appartamento è costituito ___ tre piccole stanze.,da,di,,,,
9,s:r15-06:a,cloze,"¿Adónde vas? Completá «Vado…» con a, da o in, con artículo cuando haga falta.",Vado ___ Italia.,in,,,,,
9,s:r15-06:b,cloze,"¿Adónde vas? Completá «Vado…» con a, da o in, con artículo cuando haga falta.",Vado ___ Sicilia.,in,,,,,
9,s:r15-06:c,cloze,"¿Adónde vas? Completá «Vado…» con a, da o in, con artículo cuando haga falta.",Vado ___ Toscana.,in,,,,,
9,s:r15-06:d,cloze,"¿Adónde vas? Completá «Vado…» con a, da o in, con artículo cuando haga falta.",Vado ___ Capri.,a,,,,,
9,s:r15-06:e,cloze,"¿Adónde vas? Completá «Vado…» con a, da o in, con artículo cuando haga falta.",Vado ___ Bari.,a,,,,,
9,s:r15-06:f,cloze,"¿Adónde vas? Completá «Vado…» con a, da o in, con artículo cuando haga falta.",Vado ___ supermercato. (il supermercato),al,,,,,
9,s:r15-06:g,cloze,"¿Adónde vas? Completá «Vado…» con a, da o in, con artículo cuando haga falta.",Vado ___ Rinascente. (la Rinascente),alla,,,,,
9,s:r15-06:h,cloze,"¿Adónde vas? Completá «Vado…» con a, da o in, con artículo cuando haga falta.",Vado ___ farmacia.,in,,,,,
9,s:r15-06:i,cloze,"¿Adónde vas? Completá «Vado…» con a, da o in, con artículo cuando haga falta.",Vado ___ piscina.,in,,,,,
9,s:r15-06:j,cloze,"¿Adónde vas? Completá «Vado…» con a, da o in, con artículo cuando haga falta.",Vado ___ Franco.,da,,,,,
9,s:r15-06:k,cloze,"¿Adónde vas? Completá «Vado…» con a, da o in, con artículo cuando haga falta.",Vado ___ parrucchiere. (il parrucchiere),dal,,,,,
9,s:r15-06:l,cloze,"¿Adónde vas? Completá «Vado…» con a, da o in, con artículo cuando haga falta.",Vado ___ medico. (il medico),dal,,,,,
9,s:r15-06:m,cloze,"¿Adónde vas? Completá «Vado…» con a, da o in, con artículo cuando haga falta.",Vado ___ zoo. (lo zoo),allo,,,,,
9,s:r15-06:n,cloze,"¿Adónde vas? Completá «Vado…» con a, da o in, con artículo cuando haga falta.",Vado ___ mare. (il mare),al,,,,,
9,s:r15-06:o,cloze,"¿Adónde vas? Completá «Vado…» con a, da o in, con artículo cuando haga falta.",Vado ___ casa.,a,,,,,
9,s:r15-06:p,cloze,"¿Adónde vas? Completá «Vado…» con a, da o in, con artículo cuando haga falta.",Vado ___ campagna.,in,,,,,
9,s:r15-07:a,cloze,"¿Dónde se encuentran? Completá «Ci vediamo…» con a, da o in (con artículo si hace falta).",Ci vediamo ___ casa mia.,a,,,,,
9,s:r15-07:b,cloze,"¿Dónde se encuentran? Completá «Ci vediamo…» con a, da o in (con artículo si hace falta).",Ci vediamo ___ biblioteca.,in,,,,,
9,s:r15-07:c,cloze,"¿Dónde se encuentran? Completá «Ci vediamo…» con a, da o in (con artículo si hace falta).",Ci vediamo ___ Franca.,da,,,,,
9,s:r15-07:d,cloze,"¿Dónde se encuentran? Completá «Ci vediamo…» con a, da o in (con artículo si hace falta).",Ci vediamo ___ fermata dell'autobus. (la fermata),alla,,,,,
9,s:r15-07:e,cloze,"¿Dónde se encuentran? Completá «Ci vediamo…» con a, da o in (con artículo si hace falta).",Ci vediamo ___ trattoria.,in,,,,,
9,s:r15-07:f,cloze,"¿Dónde se encuentran? Completá «Ci vediamo…» con a, da o in (con artículo si hace falta).",Ci vediamo ___ mia sorella.,da,,,,,
9,s:r15-07:g,cloze,"¿Dónde se encuentran? Completá «Ci vediamo…» con a, da o in (con artículo si hace falta).",Ci vediamo ___ bar. (il bar),al,,,,,
9,s:r15-07:h,cloze,"¿Dónde se encuentran? Completá «Ci vediamo…» con a, da o in (con artículo si hace falta).",Ci vediamo ___ banca.,in,,,,,
9,s:r15-07:i,cloze,"¿Dónde se encuentran? Completá «Ci vediamo…» con a, da o in (con artículo si hace falta).",Ci vediamo ___ fruttivendolo. (il fruttivendolo),dal,,,,,
9,s:r15-07:j,cloze,"¿Dónde se encuentran? Completá «Ci vediamo…» con a, da o in (con artículo si hace falta).",Ci vediamo ___ ristorante. (il ristorante),al,,,,,
9,s:r15-07:k,cloze,"¿Dónde se encuentran? Completá «Ci vediamo…» con a, da o in (con artículo si hace falta).",Ci vediamo ___ ‘Gigino’.,da,,,,,
9,s:r15-07:l,cloze,"¿Dónde se encuentran? Completá «Ci vediamo…» con a, da o in (con artículo si hace falta).",Ci vediamo ___ centro.,in,,,,,
9,s:r15-08:b,translate,Traducí al italiano estas expresiones con di.,la casa de Mauro,la casa di Mauro,,,,,
9,s:r15-08:d,translate,Traducí al italiano estas expresiones con di.,un aumento de 2.000 euros,un aumento di 2.000 euro,un aumento di 2000 euro | un aumento di duemila euro,,,,
9,s:r15-08:e,translate,Traducí al italiano estas expresiones con di.,una botella de dos litros,una bottiglia di due litri,una bottiglia da due litri | una bottiglia di 2 litri | una bottiglia da 2 litri,,,,
9,s:r15-08:f,translate,Traducí al italiano estas expresiones con di.,un día de invierno,una giornata d'inverno,una giornata di inverno | un giorno d'inverno | un giorno di inverno,,,,
9,s:r15-09:a,translate,Traducí al italiano.,un profesor de idiomas,un insegnante di lingue,un professore di lingue | un docente di lingue,,,,
9,s:r15-09:b,translate,Traducí al italiano.,la esposa del primer ministro,la moglie del primo ministro,,,,,
9,s:r15-09:d,translate,Traducí al italiano.,una nena de diez años,una bambina di dieci anni,una bambina di 10 anni | una ragazzina di dieci anni | una ragazza di dieci anni,,,,
9,s:r15-09:e,translate,Traducí al italiano.,el vuelo de las ocho,il volo delle otto,il volo delle 8,,,,
9,s:r15-09:f,translate,Traducí al italiano.,un viaje de cinco horas,un viaggio di cinque ore,un viaggio di 5 ore,,,,
9,s:r15-09:g,translate,Traducí al italiano.,las ocho de la noche,le otto di sera,le 8 di sera | le otto della sera | le 8 della sera,,,,
9,s:r15-10:a,cloze,Completá con la preposición correcta: di o da.,Vuoi una tazza ___ caffè o preferisci un tè?,di,,,,,
9,s:r15-10:c,cloze,Completá con la preposición correcta: di o da.,Ho bisogno di due francobolli ___ un euro.,da,,,,,
9,s:r15-10:e,cloze,Completá con la preposición correcta: di o da.,"Gina è ___ Pisa, è pisana.",di,,,,,
9,s:r15-11:a,cloze,"Completá las prendas y objetos con di, a o da: a indica diseño o forma, da para qué sirve, di de qué está hecho.",un anello ___ oro (un anillo de oro),d',di,,,,
9,s:r15-11:b,cloze,"Completá las prendas y objetos con di, a o da: a indica diseño o forma, da para qué sirve, di de qué está hecho.",un abito ___ sera (un vestido de noche),da,,,,,
9,s:r15-11:c,cloze,"Completá las prendas y objetos con di, a o da: a indica diseño o forma, da para qué sirve, di de qué está hecho.",una gonna ___ fiori (una pollera floreada),a,,,,,
9,s:r15-11:d,cloze,"Completá las prendas y objetos con di, a o da: a indica diseño o forma, da para qué sirve, di de qué está hecho.",un cappello ___ paglia (un sombrero de paja),di,,,,,
9,s:r15-11:e,cloze,"Completá las prendas y objetos con di, a o da: a indica diseño o forma, da para qué sirve, di de qué está hecho.",occhiali ___ sole (anteojos de sol),da,,,,,
9,s:r15-11:f,cloze,"Completá las prendas y objetos con di, a o da: a indica diseño o forma, da para qué sirve, di de qué está hecho.",una camicia ___ quadretti (una camisa a cuadros),a,,,,,
9,s:r15-13:a,translate,"Respondé en italiano, usando per donde corresponda.",Che lavoro fa? – Trabajo para una compañía aérea. (una compagnia aerea),Lavoro per una compagnia aerea.,,,,,
9,s:r15-13:b,translate,"Respondé en italiano, usando per donde corresponda.","Lei è qui in vacanza? – No, estoy acá por trabajo.","No, sono qui per lavoro.","No sono qui per lavoro. | No, sono qui per affari. | No sono qui per affari.",,,,
9,s:r15-13:c,translate,"Respondé en italiano, usando per donde corresponda.",Lei per che cosa è qui? – Estoy acá para aprender italiano. Es por mi trabajo.,Sono qui per imparare l'italiano. È per il mio lavoro.,"Sono qui per imparare l'italiano. È per lavoro. | Sono qui per imparare l'italiano, è per il mio lavoro. | Sono qui per imparare l'italiano è per il mio lavoro.",,,,
9,s:r15-13:d,translate,"Respondé en italiano, usando per donde corresponda.",Quanto si trattiene a Milano? – Me quedo un mes. (mi trattengo),Mi trattengo per un mese.,Mi trattengo un mese.,,,,
9,s:r15-13:e,translate,"Respondé en italiano, usando per donde corresponda.","È libero domani? – Lo siento, tengo muchas citas para mañana.","Mi dispiace, ho molti appuntamenti per domani.","Mi dispiace ho molti appuntamenti per domani. | Mi dispiace, ho tanti appuntamenti per domani. | Mi dispiace ho tanti appuntamenti per domani. | Mi dispiace, ho molti impegni per domani. | Mi dispiace ho molti impegni per domani.",,,,
9,s:r15-20:a,cloze,"Reemplazá in o da por con, con los cambios necesarios.",Andiamo in macchina. → Andiamo ___ macchina.,con la,,,,,
9,s:r15-20:c,cloze,"Reemplazá in o da por con, con los cambios necesarios.",È un uomo alto dai baffi lunghi. → È un uomo alto ___ baffi lunghi.,con i,coi,,,,
9,s:r15-20:d,cloze,"Reemplazá in o da por con, con los cambios necesarios.",È una signora elegante dai capelli biondi tinti. → È una signora elegante ___ capelli biondi tinti.,con i,coi,,,,
